gds-1	Service78	5	201307051014
gds-1	Service72	14	201307051017
gds-1	Service70	19	201307051011
gds-1	Service47	0	201307051013
gds-1	Service55	48	201307051014
gds-1	Service25	6	201307051012
gds-1	Service35	67	201307051020
gds-1	Service35	57	201307051011
gds-1	Service5	16	201307051023
gds-1	Service0	14	201307051016
gds-1	Service31	45	201307051012
gds-1	Service46	12	201307051010
gds-1	Service94	26	201307051015
gds-1	Service74	6	201307051024
gds-1	Service72	39	201307051020
gds-1	Service43	18	201307051018
gds-1	Service64	41	201307051014
gds-1	Service34	9	201307051010
gds-1	Service89	49	201307051010
gds-1	Service74	34	201307051010
gds-1	Service62	23	201307051017
gds-1	Service82	33	201307051015
gds-1	Service21	25	201307051015
gds-1	Service9	43	201307051012
gds-1	Service11	7	201307051016
gds-1	Service26	59	201307051010
gds-1	Service49	4	201307051017
gds-1	Service52	9	201307051013
gds-1	Service93	34	201307051014
gds-1	Service82	33	201307051014
gds-1	Service53	26	201307051015
gds-1	Service66	92	201307051014
gds-1	Service66	97	201307051012
gds-1	Service80	6	201307051015
gds-1	Service65	28	201307051022
gds-1	Service12	57	201307051012
gds-1	Service1	33	201307051015
gds-1	Service62	10	201307051016
gds-1	Service90	20	201307051016
gds-1	Service68	11	201307051012
gds-1	Service73	14	201307051010
gds-1	Service73	6	201307051011
gds-1	Service84	2	201307051012
gds-1	Service34	15	201307051016
gds-1	Service55	69	201307051025
gds-1	Service94	54	201307051014
gds-1	Service47	36	201307051012
gds-1	Service46	24	201307051017
gds-1	Service43	26	201307051012
gds-1	Service48	3	201307051010
gds-1	Service64	11	201307051016
gds-1	Service8	16	201307051010
gds-1	Service50	19	201307051014
gds-1	Service28	25	201307051013
gds-1	Service52	28	201307051011
gds-1	Service49	1	201307051015
gds-1	Service74	50	201307051011
gds-1	Service27	5	201307051010
gds-1	Service12	53	201307051010
gds-1	Service80	13	201307051023
gds-1	Service69	4	201307051014
gds-1	Service78	26	201307051020
gds-1	Service58	0	201307051013
gds-1	Service37	39	201307051012
gds-1	Service64	18	201307051015
gds-1	Service74	16	201307051014
gds-1	Service64	9	201307051010
gds-1	Service35	57	201307051017
gds-1	Service36	10	201307051011
gds-1	Service95	18	201307051021
gds-1	Service41	24	201307051015
gds-1	Service17	8	201307051012
gds-1	Service92	26	201307051010
gds-1	Service35	21	201307051011
gds-1	Service58	45	201307051012
gds-1	Service18	0	201307051018
gds-1	Service20	16	201307051012
gds-1	Service60	8	201307051016
gds-1	Service84	20	201307051015
gds-1	Service52	15	201307051016
gds-1	Service37	24	201307051017
gds-1	Service75	49	201307051015
gds-1	Service95	7	201307051020
gds-1	Service64	51	201307051011
gds-1	Service73	25	201307051012
gds-1	Service66	9	201307051015
gds-1	Service24	57	201307051013
gds-1	Service14	4	201307051020
gds-1	Service51	44	201307051016
gds-1	Service32	14	201307051019
gds-1	Service12	8	201307051025
gds-1	Service45	3	201307051010
gds-1	Service55	55	201307051010
gds-1	Service31	49	201307051010
gds-1	Service73	15	201307051017
gds-1	Service48	2	201307051017
gds-1	Service11	3	201307051014
gds-1	Service72	8	201307051011
gds-1	Service53	22	201307051010
gds-1	Service66	10	201307051012
gds-1	Service12	17	201307051011
gds-1	Service21	27	201307051024
gds-1	Service70	34	201307051020
gds-1	Service18	16	201307051010
gds-1	Service66	74	201307051016
gds-1	Service12	28	201307051010
gds-1	Service57	5	201307051013
gds-1	Service86	12	201307051019
gds-1	Service30	0	201307051016
gds-1	Service75	32	201307051014
gds-1	Service51	56	201307051020
gds-1	Service11	0	201307051016
gds-1	Service69	12	201307051011
gds-1	Service77	27	201307051011
gds-1	Service97	14	201307051011
gds-1	Service31	24	201307051012
gds-1	Service73	14	201307051011
gds-1	Service33	2	201307051017
gds-1	Service0	3	201307051018
gds-1	Service97	9	201307051015
gds-1	Service37	16	201307051019
gds-1	Service70	42	201307051011
gds-1	Service1	7	201307051010
gds-1	Service43	38	201307051010
gds-1	Service85	26	201307051018
gds-1	Service70	41	201307051021
gds-1	Service7	4	201307051014
gds-1	Service55	19	201307051010
gds-1	Service78	12	201307051019
gds-1	Service85	11	201307051014
gds-1	Service33	18	201307051010
gds-1	Service3	20	201307051010
gds-1	Service70	50	201307051022
gds-1	Service43	46	201307051020
gds-1	Service72	38	201307051017
gds-1	Service89	43	201307051014
gds-1	Service31	4	201307051013
gds-1	Service46	24	201307051014
gds-1	Service63	6	201307051017
gds-1	Service26	12	201307051018
gds-1	Service69	5	201307051016
gds-1	Service31	55	201307051011
gds-1	Service84	20	201307051014
gds-1	Service26	79	201307051016
gds-1	Service78	14	201307051018
gds-1	Service66	3	201307051018
gds-1	Service52	39	201307051010
gds-1	Service61	3	201307051020
gds-1	Service94	13	201307051029
gds-1	Service64	29	201307051011
gds-1	Service58	42	201307051022
gds-1	Service96	5	201307051021
gds-1	Service26	31	201307051010
gds-1	Service53	5	201307051011
gds-1	Service50	45	201307051020
gds-1	Service24	28	201307051016
gds-1	Service95	8	201307051010
gds-1	Service15	25	201307051017
gds-1	Service66	29	201307051011
gds-1	Service96	27	201307051012
gds-1	Service94	52	201307051015
gds-1	Service57	13	201307051016
gds-1	Service68	10	201307051012
gds-1	Service51	31	201307051013
gds-1	Service69	42	201307051010
gds-1	Service1	17	201307051010
gds-1	Service40	3	201307051015
gds-1	Service65	5	201307051012
gds-1	Service28	19	201307051012
gds-1	Service6	12	201307051015
gds-1	Service14	27	201307051019
gds-1	Service2	2	201307051019
gds-1	Service39	19	201307051021
gds-1	Service32	14	201307051013
gds-1	Service78	0	201307051019
gds-1	Service73	17	201307051010
gds-1	Service98	8	201307051021
gds-1	Service15	26	201307051013
gds-1	Service84	13	201307051011
gds-1	Service66	67	201307051011
gds-1	Service29	0	201307051012
gds-1	Service70	6	201307051016
gds-1	Service49	9	201307051014
gds-1	Service21	13	201307051015
gds-1	Service60	38	201307051010
gds-1	Service66	64	201307051015
gds-1	Service43	21	201307051013
gds-1	Service70	6	201307051011
gds-1	Service41	26	201307051013
gds-1	Service88	8	201307051014
gds-1	Service75	11	201307051015
gds-1	Service0	31	201307051016
gds-1	Service6	13	201307051014
gds-1	Service27	23	201307051013
gds-1	Service58	41	201307051015
gds-1	Service66	33	201307051014
gds-1	Service76	26	201307051010
gds-1	Service47	61	201307051010
gds-1	Service98	15	201307051017
gds-1	Service35	33	201307051021
gds-1	Service41	2	201307051011
gds-1	Service28	5	201307051011
gds-1	Service7	8	201307051010
gds-1	Service54	10	201307051010
gds-1	Service52	26	201307051012
gds-1	Service60	5	201307051015
gds-1	Service0	3	201307051015
gds-1	Service94	13	201307051020
gds-1	Service20	4	201307051014
gds-1	Service94	57	201307051013
gds-1	Service77	5	201307051017
gds-1	Service46	39	201307051021
gds-1	Service2	7	201307051014
gds-1	Service88	31	201307051013
gds-1	Service47	58	201307051020
gds-1	Service61	43	201307051014
gds-1	Service97	6	201307051021
gds-1	Service55	65	201307051018
gds-1	Service46	22	201307051010
gds-1	Service49	8	201307051016
gds-1	Service61	3	201307051022
gds-1	Service60	33	201307051017
gds-1	Service81	0	201307051010
gds-1	Service26	26	201307051013
gds-1	Service93	2	201307051011
gds-1	Service73	15	201307051016
gds-1	Service47	41	201307051019
gds-1	Service49	19	201307051015
gds-1	Service66	84	201307051027
gds-1	Service7	6	201307051014
gds-1	Service76	11	201307051014
gds-1	Service26	20	201307051013
gds-1	Service27	21	201307051015
gds-1	Service71	9	201307051013
gds-1	Service72	33	201307051015
gds-1	Service82	24	201307051011
gds-1	Service84	11	201307051018
gds-1	Service44	2	201307051016
gds-1	Service57	7	201307051018
gds-1	Service73	30	201307051014
gds-1	Service85	21	201307051010
gds-1	Service41	26	201307051012
gds-1	Service14	40	201307051016
gds-1	Service31	31	201307051013
gds-1	Service26	34	201307051012
gds-1	Service94	13	201307051021
gds-1	Service52	64	201307051016
gds-1	Service93	0	201307051018
gds-1	Service51	44	201307051014
gds-1	Service38	12	201307051012
gds-1	Service25	11	201307051014
gds-1	Service82	8	201307051012
gds-1	Service53	16	201307051011
gds-1	Service21	11	201307051013
gds-1	Service52	20	201307051020
gds-1	Service55	44	201307051033
gds-1	Service61	23	201307051018
gds-1	Service66	27	201307051020
gds-1	Service93	40	201307051010
gds-1	Service7	11	201307051011
gds-1	Service77	9	201307051015
gds-1	Service10	17	201307051013
gds-1	Service44	2	201307051017
gds-1	Service50	0	201307051014
gds-1	Service51	9	201307051021
gds-1	Service51	46	201307051010
gds-1	Service73	19	201307051017
gds-1	Service28	3	201307051016
gds-1	Service14	12	201307051015
gds-1	Service53	10	201307051026
gds-1	Service27	25	201307051010
gds-1	Service76	9	201307051012
gds-1	Service86	30	201307051014
gds-1	Service24	46	201307051013
gds-1	Service3	22	201307051011
gds-1	Service29	25	201307051014
gds-1	Service35	78	201307051012
gds-1	Service47	2	201307051016
gds-1	Service15	15	201307051013
gds-1	Service50	4	201307051012
gds-1	Service82	19	201307051018
gds-1	Service22	22	201307051031
gds-1	Service75	18	201307051022
gds-1	Service55	29	201307051012
gds-1	Service25	1	201307051010
gds-1	Service93	20	201307051016
gds-1	Service54	0	201307051011
gds-1	Service33	0	201307051018
gds-1	Service32	14	201307051013
gds-1	Service68	10	201307051013
gds-1	Service2	4	201307051014
gds-1	Service84	7	201307051017
gds-1	Service60	22	201307051019
gds-1	Service98	3	201307051016
gds-1	Service37	42	201307051010
gds-1	Service34	2	201307051011
gds-1	Service47	66	201307051014
gds-1	Service33	0	201307051015
gds-1	Service73	4	201307051012
gds-1	Service35	47	201307051010
gds-1	Service44	18	201307051012
gds-1	Service78	13	201307051020
gds-1	Service66	81	201307051018
gds-1	Service89	29	201307051013
gds-1	Service28	11	201307051011
gds-1	Service62	2	201307051010
gds-1	Service14	24	201307051018
gds-1	Service66	97	201307051015
gds-1	Service21	30	201307051011
gds-1	Service55	18	201307051015
gds-1	Service94	46	201307051010
gds-1	Service50	34	201307051021
gds-1	Service65	25	201307051015
gds-1	Service20	3	201307051016
gds-1	Service70	50	201307051018
gds-1	Service41	3	201307051010
gds-1	Service21	17	201307051011
gds-1	Service55	41	201307051011
gds-1	Service63	17	201307051010
gds-1	Service69	8	201307051017
gds-1	Service35	40	201307051013
gds-1	Service78	13	201307051018
gds-1	Service64	42	201307051011
gds-1	Service27	16	201307051011
gds-1	Service97	6	201307051019
gds-1	Service60	13	201307051016
gds-1	Service40	0	201307051011
gds-1	Service84	8	201307051015
gds-1	Service57	3	201307051012
gds-1	Service1	2	201307051016
gds-1	Service44	2	201307051010
gds-1	Service25	1	201307051019
gds-1	Service64	26	201307051011
gds-1	Service32	40	201307051021
gds-1	Service93	1	201307051015
gds-1	Service37	8	201307051010
gds-1	Service55	3	201307051021
gds-1	Service77	27	201307051014
gds-1	Service21	29	201307051018
gds-1	Service46	33	201307051014
gds-1	Service64	7	201307051016
gds-1	Service2	12	201307051012
gds-1	Service51	63	201307051012
gds-1	Service95	3	201307051014
gds-1	Service86	22	201307051011
gds-1	Service47	87	201307051022
gds-1	Service71	30	201307051019
gds-1	Service65	20	201307051014
gds-1	Service69	13	201307051011
gds-1	Service52	44	201307051015
gds-1	Service32	29	201307051010
gds-1	Service47	75	201307051017
gds-1	Service80	2	201307051016
gds-1	Service66	26	201307051013
gds-1	Service27	9	201307051010
gds-1	Service37	63	201307051012
gds-1	Service0	15	201307051013
gds-1	Service53	32	201307051015
gds-1	Service55	65	201307051011
gds-1	Service18	11	201307051022
gds-1	Service64	3	201307051014
gds-1	Service20	21	201307051014
gds-1	Service30	2	201307051016
gds-1	Service94	70	201307051014
gds-1	Service47	87	201307051016
gds-1	Service75	11	201307051014
gds-1	Service21	5	201307051012
gds-1	Service16	8	201307051012
gds-1	Service61	14	201307051018
gds-1	Service1	31	201307051012
gds-1	Service37	9	201307051015
gds-1	Service61	35	201307051015
gds-1	Service23	10	201307051012
gds-1	Service58	27	201307051010
gds-1	Service46	12	201307051014
gds-1	Service74	16	201307051012
gds-1	Service92	12	201307051012
gds-1	Service37	40	201307051019
gds-1	Service90	3	201307051013
gds-1	Service21	19	201307051014
gds-1	Service57	18	201307051012
gds-1	Service66	78	201307051010
gds-1	Service60	37	201307051010
gds-1	Service70	30	201307051012
gds-1	Service76	2	201307051014
gds-1	Service84	18	201307051016
gds-1	Service94	71	201307051022
gds-1	Service35	69	201307051011
gds-1	Service35	28	201307051013
gds-1	Service5	1	201307051010
gds-1	Service21	36	201307051010
gds-1	Service23	15	201307051017
gds-1	Service23	26	201307051012
gds-1	Service21	47	201307051015
gds-1	Service58	41	201307051025
gds-1	Service31	34	201307051021
gds-1	Service60	30	201307051010
gds-1	Service1	26	201307051014
gds-1	Service47	54	201307051016
gds-1	Service92	34	201307051018
gds-1	Service0	29	201307051011
gds-1	Service41	13	201307051016
gds-1	Service3	12	201307051013
gds-1	Service64	18	201307051013
gds-1	Service7	50	201307051015
gds-1	Service31	55	201307051018
gds-1	Service67	2	201307051014
gds-1	Service76	30	201307051010
gds-1	Service17	19	201307051012
gds-1	Service2	2	201307051013
gds-1	Service52	35	201307051010
gds-1	Service16	7	201307051021
gds-1	Service76	6	201307051012
gds-1	Service92	23	201307051010
gds-1	Service17	20	201307051014
gds-1	Service99	23	201307051017
gds-1	Service21	4	201307051019
gds-1	Service29	10	201307051010
gds-1	Service71	11	201307051016
gds-1	Service11	0	201307051014
gds-1	Service27	7	201307051018
gds-1	Service90	34	201307051018
gds-1	Service37	44	201307051017
gds-1	Service21	38	201307051011
gds-1	Service57	17	201307051016
gds-1	Service1	8	201307051016
gds-1	Service24	55	201307051018
gds-1	Service55	69	201307051010
gds-1	Service51	7	201307051010
gds-1	Service52	63	201307051017
gds-1	Service65	24	201307051018
